id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,indicateur_annulation,nombre_commandes_par_client,valeur_vie_client
CMD100958,2025-12-04,C1171,Douala,Électronique,Produit_Électronique_34,245.67,3,0.15,8.52,Carte,Instagram Ads,5.82,Livrée,626.46,281.91,267.57,2025-12,0,0,2,2027.51
CMD100959,2025-07-28,C0021,Kinshasa,Mode,Produit_Mode_34,28.78,3,0.11,6.72,Mobile Money,Instagram Ads,6.38,Livrée,76.84,34.58,21.48,2025-07,0,0,10,3262.89
CMD100960,2025-11-15,C0376,Kinshasa,Électronique,Produit_Mode_34,27.04,2,0.16,6.45,Paiement à la livraison,Email,1.57,Retournée,45.43,20.44,12.42,2025-11,1,0,15,5307.27
CMD100961,2025-12-09,C0388,Abidjan,Mode,Produit_Mode_20,57.03,3,0.13,6.79,Paiement à la livraison,Instagram Ads,10.58,Livrée,148.85,66.98,49.61,2025-12,0,0,15,3222.14
CMD100962,2025-09-12,C0216,Kinshasa,Maison,Produit_Maison_45,124.64,3,0.01,9.62,Carte,Email,0.55,Livrée,370.18,166.58,156.41,2025-09,0,0,18,5785.17
CMD100963,2025-11-10,C0949,Douala,Électronique,Produit_Électronique_12,384.09,1,0.1,7.9,Carte,Instagram Ads,10.63,Livrée,345.68,155.56,137.03,2025-11,0,0,4,850.96
CMD100964,2025-11-27,C1425,Libreville,Maison,Produit_Maison_27,142.05,3,0.02,7.2,Paiement à la livraison,Email,1.32,Livrée,417.63,187.93,179.41,2025-11,0,0,3,559.41
CMD100965,2025-09-21,C0091,Abidjan,Électronique,Produit_Électronique_30,386.78,2,0.03,3.85,Mobile Money,Influenceur,5.46,Livrée,750.35,337.66,328.35,2025-09,0,0,15,3396.83
CMD100966,2025-07-24,C0354,Kinshasa,Électronique,Produit_Électronique_46,374.18,2,0.06,9.21,Mobile Money,Email,0.95,Livrée,703.46,316.56,306.4,2025-07,0,0,16,5550.37
CMD100967,2025-08-01,C0361,Libreville,Maison,Produit_Maison_6,165.74,2,0.04,4.57,Virement,Google Ads,5.77,Livrée,318.22,143.2,132.86,2025-08,0,0,11,3186.22
CMD100968,2025-11-12,C1488,Cotonou,Électronique,Produit_Électronique_25,354.83,2,0.06,3.47,Mobile Money,Email,1.24,Livrée,667.08,300.19,295.48,2025-11,0,0,2,686.45
CMD100969,2025-11-18,C0393,Kinshasa,Beauté,Produit_Beauté_37,27.53,1,0.29,9.7,Virement,Instagram Ads,8.36,Livrée,19.55,8.8,-9.26,2025-11,0,0,21,5963.2
CMD100970,2025-12-16,C0332,Abidjan,Électronique,Produit_Électronique_50,489.22,3,0.14,3.08,Mobile Money,Instagram Ads,8.9,Livrée,1262.19,567.99,556.01,2025-12,0,0,19,4742.68
CMD100971,2025-12-30,C0157,Abidjan,Électronique,Produit_Électronique_19,437.94,3,0.19,2.44,Paiement à la livraison,Instagram Ads,5.24,Livrée,1064.19,478.89,471.21,2025-12,0,0,27,11783.36
CMD100972,2025-12-08,C0067,Douala,Mode,Produit_Mode_1,19.35,1,0.26,3.34,Virement,Google Ads,6.59,Retournée,14.32,6.44,-3.49,2025-12,1,0,20,8476.42
CMD100973,2025-10-26,C0255,Douala,Mode,Produit_Mode_16,65.54,1,0.1,7.44,Paiement à la livraison,Influenceur,19.88,Retournée,58.99,26.55,-0.77,2025-10,1,0,15,4808.7
CMD100974,2025-08-25,C0243,Lomé,Maison,Produit_Maison_6,129.35,1,0.02,7.72,Paiement à la livraison,Google Ads,6.65,Livrée,126.76,57.04,42.67,2025-08,0,0,14,3086.49
CMD100975,2025-12-01,C0501,Douala,Maison,Produit_Maison_4,166.6,1,0.07,4.05,Mobile Money,Email,0.6,Livrée,154.94,69.72,65.07,2025-12,0,0,4,373.58
CMD100976,2025-08-17,C0334,Kinshasa,Beauté,Produit_Beauté_3,30.8,3,0.06,3.14,Mobile Money,Google Ads,3.07,Livrée,86.86,39.09,32.88,2025-08,0,0,21,4883.08
CMD100977,2025-12-18,C0308,Kinshasa,Maison,Produit_Maison_4,87.66,2,0.01,9.64,Carte,Email,0.86,Livrée,173.57,78.11,67.61,2025-12,0,0,21,3221.98
CMD100978,2025-07-28,C0091,Cotonou,Électronique,Produit_Électronique_40,611.4,1,0.06,8.66,Virement,Instagram Ads,5.5,Livrée,574.72,258.62,244.46,2025-07,0,0,15,3396.83
CMD100979,2025-12-17,C1218,Dakar,Mode,Produit_Mode_30,37.43,2,0.12,4.28,Mobile Money,Email,1.64,Livrée,65.88,29.65,23.73,2025-12,0,0,2,641.47
CMD100980,2025-11-26,C0018,Kinshasa,Électronique,Produit_Électronique_21,493.44,1,0.3,6.2,Virement,Instagram Ads,7.68,Retournée,345.41,155.43,141.55,2025-11,1,0,12,3177.81
CMD100981,2025-10-03,C1679,Douala,Maison,Produit_Maison_36,75.11,1,0.01,3.16,Paiement à la livraison,Google Ads,5.41,Annulée,74.36,33.46,24.89,2025-10,0,1,2,53.4
CMD100982,2025-07-17,C0068,Abidjan,Mode,Produit_Mode_22,32.62,1,0.05,7.78,Virement,Google Ads,5.58,Livrée,30.99,13.95,0.59,2025-07,0,0,12,3853.89
CMD100983,2025-11-12,C0107,Dakar,Mode,Produit_Mode_7,41.8,1,0.06,9.48,Carte,Google Ads,3.23,Livrée,39.29,17.68,4.97,2025-11,0,0,16,2226.85
CMD100984,2025-11-24,C1288,Dakar,Maison,Produit_Maison_31,131.68,1,0.04,5.47,Carte,Email,1.4,Livrée,126.41,56.88,50.01,2025-11,0,0,2,1267.37
CMD100985,2025-12-24,C1614,Kinshasa,Électronique,Produit_Électronique_28,294.71,2,0.08,5.85,Virement,Google Ads,5.47,Livrée,542.27,244.02,232.7,2025-12,0,0,1,542.27
CMD100986,2025-12-03,C0531,Kinshasa,Mode,Produit_Mode_9,56.99,1,0.23,3.05,Virement,Instagram Ads,8.44,Livrée,43.88,19.75,8.26,2025-12,0,0,6,1077.84
CMD100987,2025-12-05,C0266,Abidjan,Électronique,Produit_Électronique_32,573.56,2,0.05,9.58,Paiement à la livraison,Instagram Ads,11.99,Livrée,1089.76,490.39,468.82,2025-12,0,0,19,10673.23
CMD100988,2025-08-16,C0476,Dakar,Mode,Produit_Mode_1,45.53,1,0.14,3.25,Mobile Money,Instagram Ads,7.56,Livrée,39.16,17.62,6.81,2025-08,0,0,5,1739.31
CMD100989,2025-07-31,C0320,Dakar,Beauté,Produit_Beauté_40,10.09,2,0.01,2.21,Mobile Money,Email,0.69,Livrée,19.98,8.99,6.09,2025-07,0,0,25,6878.46
CMD100990,2025-10-15,C0170,Cotonou,Maison,Produit_Maison_1,57.85,1,0.29,5.19,Mobile Money,Instagram Ads,10.49,Livrée,41.07,18.48,2.8,2025-10,0,0,16,5948.21
CMD100991,2025-12-11,C0144,Kinshasa,Maison,Produit_Maison_20,125.56,1,0.05,7.4,Carte,Google Ads,3.66,Livrée,119.28,53.68,42.62,2025-12,0,0,19,4377.95
CMD100992,2025-09-15,C0165,Dakar,Maison,Produit_Maison_44,166.35,3,0.03,6.85,Carte,Google Ads,3.67,Livrée,484.08,217.84,207.32,2025-09,0,0,12,4844.95
CMD100993,2025-09-24,C0370,Abidjan,Maison,Produit_Maison_12,119.12,1,0.04,8.77,Carte,Google Ads,4.03,Livrée,114.36,51.46,38.66,2025-09,0,0,18,3402.18
CMD100994,2025-08-19,C0173,Dakar,Mode,Produit_Mode_31,52.93,3,0.19,5.1,Paiement à la livraison,Email,1.9,Livrée,128.62,57.88,50.88,2025-08,0,0,22,5054.64
CMD100995,2025-07-10,C0986,Douala,Mode,Produit_Mode_30,53.19,3,0.12,8.68,Virement,Instagram Ads,13.19,Livrée,140.42,63.19,41.32,2025-07,0,0,3,621.3
CMD100996,2025-10-14,C0114,Dakar,Mode,Produit_Mode_37,33.88,1,0.22,3.28,Virement,Google Ads,5.47,Livrée,26.43,11.89,3.14,2025-10,0,0,21,8915.44
CMD100997,2025-12-21,C0274,Libreville,Beauté,Produit_Beauté_23,22.51,1,0.05,2.61,Virement,Instagram Ads,11.51,Retournée,21.38,9.62,-4.5,2025-12,1,0,17,4369.14
CMD100998,2025-07-17,C0574,Douala,Électronique,Produit_Électronique_41,220.33,2,0.03,5.36,Paiement à la livraison,Email,1.63,Livrée,427.44,192.35,185.36,2025-07,0,0,4,2073.53
CMD100999,2025-11-14,C1169,Cotonou,Beauté,Produit_Beauté_39,30.81,2,0.12,6.73,Mobile Money,Instagram Ads,10.85,Livrée,54.23,24.4,6.82,2025-11,0,0,3,522.39
CMD101000,2025-07-30,C1539,Douala,Maison,Produit_Maison_18,124.49,3,0.22,3.37,Carte,Instagram Ads,5.58,Livrée,291.31,131.09,122.14,2025-07,0,0,4,3058.97
CMD101001,2025-10-14,C0121,Kinshasa,Beauté,Produit_Beauté_14,24.66,1,0.09,4.52,Virement,Influenceur,17.65,Livrée,22.44,10.1,-12.07,2025-10,0,0,17,5432.99
CMD101002,2025-11-12,C0057,Douala,Électronique,Produit_Beauté_6,31.35,2,0.01,3.27,Mobile Money,Influenceur,10.58,Livrée,62.07,27.93,14.08,2025-11,0,0,17,3611.37
CMD101003,2025-10-22,C0247,Kinshasa,Maison,Produit_Maison_13,108.15,2,0.07,9.03,Mobile Money,Influenceur,13.48,Livrée,201.16,90.52,68.01,2025-10,0,0,12,2739.18
CMD101004,2025-09-26,C1500,Abidjan,Mode,Produit_Mode_50,57.19,3,0.09,6.14,Virement,Google Ads,6.78,Livrée,156.13,70.26,57.34,2025-09,0,0,3,430.88
CMD101005,2025-09-22,C0050,Douala,Maison,Produit_Maison_14,170.95,1,0.2,9.02,Mobile Money,Instagram Ads,8.15,Livrée,136.76,61.54,44.37,2025-09,0,0,19,2867.82
CMD101006,2025-07-10,C0365,Abidjan,Beauté,Produit_Beauté_1,41.3,2,0.17,2.25,Carte,Instagram Ads,13.61,Livrée,68.56,30.85,14.99,2025-07,0,0,15,2174.21
CMD101007,2025-09-18,C1407,Kinshasa,Maison,Produit_Maison_22,125.88,1,0.1,2.12,Carte,Email,0.72,Livrée,113.29,50.98,48.14,2025-09,0,0,3,306.15
CMD101008,2025-10-28,C0211,Kinshasa,Électronique,Produit_Électronique_2,591.04,2,0.12,9.1,Virement,Instagram Ads,11.3,Livrée,1040.23,468.1,447.7,2025-10,0,0,16,5168.07
CMD101009,2025-11-25,C1308,Kinshasa,Mode,Produit_Mode_13,31.18,1,0.1,2.18,Virement,Instagram Ads,5.4,Livrée,28.06,12.63,5.05,2025-11,0,0,6,326.38
CMD101010,2025-08-19,C0272,Dakar,Électronique,Produit_Électronique_43,530.69,3,0.14,2.39,Paiement à la livraison,Instagram Ads,6.08,Livrée,1369.18,616.13,607.66,2025-08,0,0,17,6359.59
CMD101011,2025-07-31,C0080,Kinshasa,Beauté,Produit_Beauté_40,11.53,1,0.18,2.36,Carte,Instagram Ads,10.32,Livrée,9.45,4.25,-8.43,2025-07,0,0,17,4224.66
CMD101012,2025-11-21,C0105,Douala,Mode,Produit_Mode_10,40.04,2,0.07,5.52,Virement,Instagram Ads,6.56,Livrée,74.47,33.51,21.43,2025-11,0,0,20,2930.61
CMD101013,2025-12-28,C1175,Lomé,Mode,Produit_Mode_20,30.45,3,0.21,5.76,Carte,Email,1.69,Livrée,72.17,32.48,25.03,2025-12,0,0,4,502.85
CMD101014,2025-12-04,C1107,Dakar,Mode,Produit_Mode_2,48.2,3,0.07,5.28,Mobile Money,Influenceur,9.1,Livrée,134.48,60.52,46.14,2025-12,0,0,2,946.89
CMD101015,2025-10-29,C0103,Kinshasa,Mode,Produit_Mode_6,51.56,2,0.21,9.01,Carte,Google Ads,5.17,Livrée,81.46,36.66,22.48,2025-10,0,0,17,4376.65
CMD101016,2025-10-18,C0360,Douala,Maison,Produit_Maison_40,105.0,1,0.14,5.19,Paiement à la livraison,Instagram Ads,11.34,Livrée,90.3,40.64,24.11,2025-10,0,0,15,4875.52
CMD101017,2025-09-30,C0101,Cotonou,Électronique,Produit_Mode_49,63.53,2,0.1,4.05,Carte,Influenceur,11.15,Livrée,114.35,51.46,36.26,2025-09,0,0,19,4670.94
CMD101018,2025-10-28,C0047,Kinshasa,Beauté,Produit_Beauté_7,22.08,1,0.07,8.26,Paiement à la livraison,Instagram Ads,11.2,Livrée,20.53,9.24,-10.22,2025-10,0,0,17,4423.06
CMD101019,2025-10-25,C0329,Kinshasa,Beauté,Produit_Beauté_31,27.21,3,0.15,7.3,Paiement à la livraison,Instagram Ads,13.32,Livrée,69.39,31.23,10.61,2025-10,0,0,19,3070.77
CMD101020,2025-08-29,C0294,Abidjan,Beauté,Produit_Beauté_24,32.5,2,0.18,8.75,Virement,Instagram Ads,5.62,Livrée,53.3,23.98,9.61,2025-08,0,0,15,3148.98
CMD101021,2025-10-09,C0340,Libreville,Beauté,Produit_Beauté_30,21.07,2,0.06,4.6,Virement,Email,0.92,Livrée,39.61,17.82,12.3,2025-10,0,0,22,5145.74
CMD101022,2025-11-02,C0243,Dakar,Électronique,Produit_Électronique_30,164.11,3,0.22,3.65,Paiement à la livraison,Instagram Ads,7.83,Retournée,384.02,172.81,161.33,2025-11,1,0,14,3086.49
CMD101023,2025-08-13,C0178,Kinshasa,Mode,Produit_Mode_33,57.35,2,0.23,8.56,Mobile Money,Email,0.95,Livrée,88.32,39.74,30.23,2025-08,0,0,19,7017.58
CMD101024,2025-07-27,C0365,Brazzaville,Beauté,Produit_Beauté_36,24.82,1,0.28,8.68,Virement,Instagram Ads,14.98,Livrée,17.87,8.04,-15.62,2025-07,0,0,15,2174.21
CMD101025,2025-12-14,C0154,Kinshasa,Mode,Produit_Mode_38,37.29,1,0.28,7.57,Paiement à la livraison,Email,1.14,Livrée,26.85,12.08,3.37,2025-12,0,0,12,2379.86
CMD101026,2025-10-14,C0124,Abidjan,Électronique,Produit_Électronique_25,248.18,3,0.01,9.01,Paiement à la livraison,Google Ads,5.55,Livrée,737.09,331.69,317.13,2025-10,0,0,18,5346.78
CMD101027,2025-07-17,C0355,Abidjan,Mode,Produit_Mode_37,35.86,3,0.2,9.7,Paiement à la livraison,Email,1.5,Livrée,86.06,38.73,27.53,2025-07,0,0,18,3971.39
CMD101028,2025-09-26,C0120,Abidjan,Mode,Produit_Mode_48,45.85,1,0.28,9.17,Carte,Influenceur,10.03,Livrée,33.01,14.85,-4.35,2025-09,0,0,29,9542.19
CMD101029,2025-12-30,C0249,Abidjan,Mode,Produit_Mode_21,41.19,1,0.13,7.09,Paiement à la livraison,Email,1.39,Livrée,35.84,16.13,7.65,2025-12,0,0,22,6299.61
CMD101030,2025-11-20,C0227,Douala,Maison,Produit_Maison_39,119.78,3,0.08,8.09,Carte,Instagram Ads,8.0,Livrée,330.59,148.77,132.68,2025-11,0,0,18,3544.98
CMD101031,2025-07-28,C1221,Kinshasa,Électronique,Produit_Électronique_21,492.73,2,0.02,3.8,Paiement à la livraison,Google Ads,3.24,Livrée,965.75,434.59,427.55,2025-07,0,0,5,1489.67
CMD101032,2025-11-04,C0125,Douala,Maison,Produit_Maison_38,140.83,1,0.16,3.58,Mobile Money,Instagram Ads,6.32,Annulée,118.3,53.23,43.33,2025-11,0,1,21,2540.0
CMD101033,2025-12-10,C1550,Kinshasa,Beauté,Produit_Beauté_29,21.74,2,0.1,6.07,Mobile Money,Instagram Ads,6.42,Livrée,39.13,17.61,5.12,2025-12,0,0,5,480.11
CMD101034,2025-11-14,C0315,Brazzaville,Mode,Produit_Mode_14,25.17,1,0.24,7.65,Mobile Money,Google Ads,6.42,Livrée,19.13,8.61,-5.46,2025-11,0,0,24,8017.32
CMD101035,2025-12-22,C0613,Kinshasa,Beauté,Produit_Beauté_28,42.93,1,0.0,3.32,Virement,Google Ads,7.43,Livrée,42.93,19.32,8.57,2025-12,0,0,4,744.15
CMD101036,2025-12-31,C0705,Abidjan,Beauté,Produit_Beauté_40,27.27,3,0.1,2.92,Carte,Influenceur,11.9,Livrée,73.63,33.13,18.31,2025-12,0,0,2,453.63
CMD101037,2025-11-08,C0065,Cotonou,Mode,Produit_Mode_24,36.19,1,0.15,3.07,Carte,Influenceur,16.79,Livrée,30.76,13.84,-6.02,2025-11,0,0,16,4881.86
CMD101038,2025-11-18,C0001,Libreville,Électronique,Produit_Électronique_8,464.04,3,0.05,6.46,Virement,Instagram Ads,6.92,Livrée,1322.51,595.13,581.75,2025-11,0,0,28,8516.45
CMD101039,2025-09-11,C0481,Kinshasa,Électronique,Produit_Électronique_41,579.15,2,0.01,9.06,Paiement à la livraison,Email,0.7,Livrée,1146.72,516.02,506.26,2025-09,0,0,4,2038.3
CMD101040,2025-09-20,C0831,Cotonou,Beauté,Produit_Beauté_43,26.0,2,0.07,9.92,Mobile Money,Google Ads,3.22,Livrée,48.36,21.76,8.62,2025-09,0,0,4,620.71
CMD101041,2025-08-14,C0096,Kinshasa,Mode,Produit_Mode_27,25.6,2,0.2,4.58,Virement,Google Ads,6.82,Livrée,40.96,18.43,7.03,2025-08,0,0,24,4692.67
CMD101042,2025-08-09,C0343,Kinshasa,Mode,Produit_Mode_5,55.28,2,0.26,4.38,Carte,Instagram Ads,11.3,Livrée,81.81,36.81,21.13,2025-08,0,0,17,4355.04
CMD101043,2025-12-13,C0369,Kinshasa,Électronique,Produit_Maison_9,114.93,2,0.15,6.24,Paiement à la livraison,Instagram Ads,8.05,Livrée,195.38,87.92,73.63,2025-12,0,0,25,7425.14
CMD101044,2025-07-22,C0212,Abidjan,Beauté,Produit_Beauté_40,25.38,2,0.2,4.64,Paiement à la livraison,Instagram Ads,10.89,Livrée,40.61,18.27,2.74,2025-07,0,0,21,6951.38
CMD101045,2025-08-16,C0217,Kinshasa,Beauté,Produit_Beauté_25,30.56,1,0.05,4.37,Paiement à la livraison,Google Ads,7.45,Livrée,29.03,13.06,1.24,2025-08,0,0,19,2286.46
CMD101046,2025-09-29,C0217,Kinshasa,Mode,Produit_Mode_47,28.08,3,0.15,2.2,Paiement à la livraison,Influenceur,13.95,Livrée,71.6,32.22,16.07,2025-09,0,0,19,2286.46
CMD101047,2025-08-30,C0551,Brazzaville,Mode,Produit_Mode_3,38.72,2,0.19,4.23,Virement,Email,1.34,Livrée,62.73,28.23,22.66,2025-08,0,0,1,62.73
CMD101048,2025-07-10,C0360,Dakar,Maison,Produit_Maison_45,151.91,2,0.01,3.46,Paiement à la livraison,Influenceur,15.25,Livrée,300.78,135.35,116.64,2025-07,0,0,15,4875.52
CMD101049,2025-07-21,C0374,Dakar,Mode,Produit_Mode_30,20.4,2,0.08,9.11,Virement,Email,0.89,Livrée,37.54,16.89,6.89,2025-07,0,0,11,1610.8
CMD101050,2025-11-10,C0312,Kinshasa,Beauté,Produit_Beauté_41,30.16,2,0.03,2.43,Paiement à la livraison,Influenceur,12.75,Livrée,58.51,26.33,11.15,2025-11,0,0,24,4389.73
CMD101051,2025-12-17,C0159,Abidjan,Mode,Produit_Mode_40,41.61,1,0.27,9.07,Virement,Instagram Ads,11.76,Livrée,30.38,13.67,-7.16,2025-12,0,0,20,5692.76
CMD101052,2025-07-14,C1095,Abidjan,Électronique,Produit_Électronique_30,362.92,2,0.04,8.4,Paiement à la livraison,Influenceur,16.86,Livrée,696.81,313.56,288.3,2025-07,0,0,4,1141.49
CMD101053,2025-11-09,C1175,Abidjan,Maison,Produit_Maison_23,115.55,3,0.1,8.71,Paiement à la livraison,Instagram Ads,5.69,Livrée,311.98,140.39,125.99,2025-11,0,0,4,502.85
CMD101054,2025-09-14,C0018,Dakar,Électronique,Produit_Mode_47,55.93,2,0.24,5.7,Virement,Email,1.18,Livrée,85.01,38.25,31.37,2025-09,0,0,12,3177.81
CMD101055,2025-11-22,C0322,Dakar,Mode,Produit_Mode_37,35.15,1,0.1,7.43,Mobile Money,Influenceur,17.0,Livrée,31.64,14.24,-10.19,2025-11,0,0,20,3453.5
CMD101056,2025-07-14,C0597,Douala,Mode,Produit_Mode_32,43.66,3,0.13,4.75,Virement,Instagram Ads,6.23,Livrée,113.95,51.28,40.3,2025-07,0,0,4,832.14
CMD101057,2025-07-22,C0039,Kinshasa,Mode,Produit_Mode_17,44.11,3,0.12,3.21,Virement,Google Ads,4.43,Livrée,116.45,52.4,44.76,2025-07,0,0,18,4204.13
CMD101058,2025-08-03,C0563,Libreville,Mode,Produit_Mode_48,54.93,2,0.27,2.36,Carte,Instagram Ads,12.15,Livrée,80.2,36.09,21.58,2025-08,0,0,4,883.92
CMD101059,2025-07-29,C1863,Dakar,Beauté,Produit_Beauté_43,29.6,1,0.03,3.21,Mobile Money,Influenceur,8.25,Livrée,28.71,12.92,1.46,2025-07,0,0,3,192.74
CMD101060,2025-10-23,C0089,Abidjan,Beauté,Produit_Beauté_32,22.07,3,0.25,9.23,Mobile Money,Instagram Ads,8.51,Livrée,49.66,22.35,4.61,2025-10,0,0,23,5461.42
CMD101061,2025-08-16,C1765,Kinshasa,Électronique,Produit_Électronique_10,382.08,1,0.1,4.35,Carte,Instagram Ads,14.29,Retournée,343.87,154.74,136.1,2025-08,1,0,3,498.36
CMD101062,2025-11-30,C0315,Kinshasa,Maison,Produit_Maison_50,138.36,2,0.24,9.29,Paiement à la livraison,Instagram Ads,9.86,Livrée,210.31,94.64,75.49,2025-11,0,0,24,8017.32
CMD101063,2025-10-07,C0225,Cotonou,Beauté,Produit_Beauté_14,35.5,1,0.26,8.58,Mobile Money,Instagram Ads,11.94,Livrée,26.27,11.82,-8.7,2025-10,0,0,13,1313.7
CMD101064,2025-11-25,C0706,Cotonou,Beauté,Produit_Beauté_49,29.2,1,0.1,9.12,Virement,Instagram Ads,8.59,Livrée,26.28,11.83,-5.88,2025-11,0,0,2,814.21
CMD101065,2025-07-30,C0237,Brazzaville,Mode,Produit_Mode_31,5.05,2,0.25,3.73,Virement,Email,1.31,Livrée,7.57,3.41,-1.63,2025-07,0,0,14,6145.71
CMD101066,2025-11-14,C0349,Abidjan,Électronique,Produit_Électronique_17,422.85,3,0.13,3.76,Paiement à la livraison,Instagram Ads,6.44,Livrée,1103.64,496.64,486.44,2025-11,0,0,25,6989.02
CMD101067,2025-08-07,C0222,Dakar,Mode,Produit_Mode_25,41.54,2,0.07,8.5,Paiement à la livraison,Instagram Ads,13.87,Retournée,77.26,34.77,12.4,2025-08,1,0,13,3329.76
CMD101068,2025-12-21,C0271,Lomé,Électronique,Produit_Électronique_7,385.6,2,0.19,5.71,Carte,Instagram Ads,12.72,Livrée,624.67,281.1,262.67,2025-12,0,0,17,4064.67
CMD101069,2025-11-14,C1958,Libreville,Maison,Produit_Maison_22,83.67,2,0.05,5.06,Virement,Email,1.34,Livrée,158.97,71.54,65.14,2025-11,0,0,1,158.97
CMD101070,2025-09-08,C0050,Kinshasa,Mode,Produit_Mode_30,28.31,3,0.22,7.56,Paiement à la livraison,Instagram Ads,9.09,Livrée,66.25,29.81,13.16,2025-09,0,0,19,2867.82
CMD101071,2025-12-20,C1503,Abidjan,Mode,Produit_Mode_34,30.59,2,0.24,8.58,Mobile Money,Google Ads,7.87,Livrée,46.5,20.92,4.47,2025-12,0,0,3,1662.22
CMD101072,2025-09-25,C0368,Abidjan,Mode,Produit_Mode_44,39.85,3,0.17,7.71,Carte,Instagram Ads,9.49,Livrée,99.23,44.65,27.45,2025-09,0,0,30,6126.18
CMD101073,2025-07-03,C0024,Abidjan,Électronique,Produit_Électronique_44,268.34,2,0.03,2.48,Carte,Email,0.56,Livrée,520.58,234.26,231.22,2025-07,0,0,17,9234.65
CMD101074,2025-10-23,C0371,Dakar,Maison,Produit_Maison_3,116.93,1,0.15,6.07,Mobile Money,Instagram Ads,10.08,Livrée,99.39,44.73,28.58,2025-10,0,0,22,6532.17
CMD101075,2025-07-07,C0116,Kinshasa,Beauté,Produit_Beauté_39,26.81,1,0.06,9.65,Mobile Money,Influenceur,18.29,Livrée,25.2,11.34,-16.6,2025-07,0,0,11,2197.29
CMD101076,2025-12-11,C0061,Lomé,Beauté,Produit_Beauté_25,22.03,3,0.19,8.96,Mobile Money,Instagram Ads,12.15,Livrée,53.53,24.09,2.98,2025-12,0,0,23,4439.62
CMD101077,2025-12-16,C1326,Abidjan,Beauté,Produit_Beauté_8,16.29,1,0.0,3.8,Mobile Money,Google Ads,5.35,Livrée,16.29,7.33,-1.82,2025-12,0,0,2,57.95
CMD101078,2025-12-26,C0150,Kinshasa,Mode,Produit_Mode_41,41.68,2,0.22,7.72,Carte,Instagram Ads,13.96,Livrée,65.02,29.26,7.58,2025-12,0,0,16,4210.52
CMD101079,2025-10-25,C0566,Brazzaville,Beauté,Produit_Beauté_17,21.92,3,0.02,3.77,Virement,Influenceur,13.12,Livrée,64.44,29.0,12.11,2025-10,0,0,5,681.85
CMD101080,2025-08-11,C0567,Kinshasa,Beauté,Produit_Beauté_25,26.54,2,0.25,3.59,Paiement à la livraison,Instagram Ads,6.31,Livrée,39.81,17.91,8.01,2025-08,0,0,3,181.33
CMD101081,2025-09-24,C0528,Douala,Beauté,Produit_Beauté_5,29.85,2,0.05,3.38,Paiement à la livraison,Influenceur,5.49,Livrée,56.72,25.52,16.65,2025-09,0,0,4,983.03
CMD101082,2025-11-03,C0410,Douala,Électronique,Produit_Électronique_7,439.7,3,0.28,9.11,Paiement à la livraison,Instagram Ads,13.14,Livrée,949.75,427.39,405.14,2025-11,0,0,2,994.07
CMD101083,2025-08-06,C0220,Lomé,Maison,Produit_Maison_29,149.99,3,0.04,8.62,Carte,Google Ads,4.37,Livrée,431.97,194.39,181.4,2025-08,0,0,15,5145.66
CMD101084,2025-12-31,C0017,Douala,Maison,Produit_Maison_50,127.11,3,0.06,4.66,Virement,Instagram Ads,11.29,Annulée,358.45,161.3,145.35,2025-12,0,1,8,479.84
CMD101085,2025-10-23,C0254,Lomé,Mode,Produit_Mode_3,40.46,3,0.16,3.36,Carte,Google Ads,5.45,Livrée,101.96,45.88,37.07,2025-10,0,0,16,3723.74
CMD101086,2025-12-18,C0077,Dakar,Électronique,Produit_Électronique_37,364.8,1,0.04,4.7,Paiement à la livraison,Email,0.58,Livrée,350.21,157.59,152.31,2025-12,0,0,20,7213.8
CMD101087,2025-07-01,C0394,Kinshasa,Électronique,Produit_Électronique_26,371.28,3,0.01,7.61,Paiement à la livraison,Google Ads,6.41,Livrée,1102.7,496.22,482.2,2025-07,0,0,18,4602.57
CMD101088,2025-07-18,C0001,Lomé,Beauté,Produit_Beauté_8,3.87,2,0.09,2.92,Paiement à la livraison,Email,1.83,Livrée,7.04,3.17,-1.58,2025-07,0,0,28,8516.45
CMD101089,2025-11-23,C0183,Douala,Électronique,Produit_Électronique_41,300.02,3,0.08,8.97,Carte,Google Ads,7.9,Livrée,828.06,372.63,355.76,2025-11,0,0,18,3700.3
CMD101090,2025-12-13,C0273,Kinshasa,Électronique,Produit_Électronique_6,209.54,3,0.08,6.14,Virement,Google Ads,4.9,Livrée,578.33,260.25,249.21,2025-12,0,0,23,7624.52
CMD101091,2025-10-26,C0593,Cotonou,Beauté,Produit_Beauté_36,25.18,2,0.08,4.67,Mobile Money,Instagram Ads,7.4,Livrée,46.33,20.85,8.78,2025-10,0,0,3,541.58
CMD101092,2025-07-11,C1353,Douala,Électronique,Produit_Électronique_41,505.96,2,0.1,4.48,Carte,Google Ads,7.84,Livrée,910.73,409.83,397.51,2025-07,0,0,4,1419.92
CMD101093,2025-12-24,C0043,Douala,Électronique,Produit_Électronique_9,461.99,3,0.06,4.98,Mobile Money,Email,0.87,Livrée,1302.81,586.26,580.41,2025-12,0,0,14,3945.84
